Comment,is_positive
"Update ruined the game After the update,  the screen stays black and won't even start the game",0
"Fantastic Game Love this game. So easy to play, addictive  Great layout. THE only problem I have is signing into Google.",1
"Have Stopped getting notifications App was reinstalled, I even have Pebble  I don't get notifications about anything at all. Settings look ok. Was great, but now is broken. If I'm missing something, let me know and I can try your suggestions.",0
RUBBISH This game is so rubbish I hate hate hate hate the game so so so sooooooooooooo much I'll never get it ever ever ever again,0
Help.....Error Maybe I opened it and it checked for updates then while checking it said check your connection I had 4 WiFi bars and my internet works just fine can some help me,0
I can't even download the game I get to 90 then it finishes and I have to redownload it. Waste of money.,0
"Where did all my gold coins go. I had 350 coins, went from lvl 91 to 92 and all coins disappeared. I now have one coin",1
"I want a good update Slow, OK sound, worst handling, just uninstall it. Wait, don't install it",0
Love,1
Bad.. pls don't download this waste.. Bad very bad,0
"Waste of time Played ok at first, now won't open. Don't waste your time. Very disappointing.",0
"Biblically not accurate. Very disappointing app.  Plenty of ads that make navigation to the limited content difficult,  but worse that info lacks on what Bible actually says.",0
Timberlake Ramere Nice 1,1
"I am a beautiful person. I am not a gold, and I have been made. This will",0
"Best turn base I have played to date Reminds me  Starcraft, but in turnbase. Active community. Great tournaments.",1
Really fun and challenging I love this game. It's difficult at times but not too much. I like that new additions add to the challenge so it's not repetitive.,1
"Monopoly millionaire The game crashes after every move This game sucks especially since it costs money to download, you get what you pay for. In most cases anyway",0
You can never win. The 7 shows up whenever you bet large.,0
I was playing this game and broke my tablet so I downloaded it on my phone but I have to start over I was at 109 I will not start over can you please help me.,0
"Best solitaire app out. Tried near all of them on the play store,  tbis is hands down the best.  Tons of variants and no bugs.  Even tracks your scores and times.  Quit reading reviews and buy it, you wont regret it.",1
This game was great before the update. I used to play all the time. the 4 hour interval notifications dont work all the time. the bonus chips dont increase anymore. I am uninstalling,0
"Webtoons please Can you add webtoon reader , I can't open webtoon files even if they jpg format hahaha Tried using PV but it won't appear. Thank You",1
Stay tuned Its still downloading...love the lite version but hope this one will let me save my builds,0
I hate this game Don't  play this  game,0
"Great app. Lots of features, nice and easy to use interface, involved developer, backups to the cloud, reasonable price. Better location detection, a desktop or web interface, automatic cloud sync would be a bonus.",1
"Beautiful Absolutely perfect in every way. Beautifully crafted. Adds a wonderful, emotional story to a simple rhythm game something I never thought possible. Would recommend to anyone.",1
"Slow Only displays 1 frame every 3 seconds. I have 3 different makes of cameras at 3 different locations running very fast Internet at all ends, It runs like a .99 cent app if that but definitely not 3.99. 2 stars for the ease of use.",0
Great Game It's a good game so far. There's so many things to do. It keeps you very engaged. give it a try. Use this code 0x6ogkxl1d to get a bunch of free coins when  you start game.,1
The best chess app ever.. The best app ever.. Analysis  tactics  daily puzzles it is superb.. it is not just playing app its learning app too..,1
Love word puzzles,1
Stupid game How ever made this  are stupid because it dont even work,0
"Samsung Note 4 Bought this app sometime ago, was a great app. Loved it  Update giving it another try. Will see if the bugs have been fixed if so will give 5 stars again.NOPE STILL SUCKS Very disappointed.",0
"Author do not respond to user suggestions at all Although it has been more than 4 years and after many emails between me and the author where I suggested him to make improvements for the game, he promised he will do it  but till now he did nothing",0
Greed A paid game should not have in app purchases or ads.,0
"Extremely buggy While I love the service, the app is really buggy. Lots of issues with playback, offline mode, and Chromecast streaming. I have sent a mail listing all the bugs. I hope they are fixed soon.",0
No fun anymore Been waiting and waiting and waiting for more sticker pages yet every update you do doesnt include those. I now have 14 sticker packs waiting unopened for more sticker pages. Please give more sticker pages soon.,0
"Error 905 Had to do factory reset of the phone, now Fifa 15 won't download due to error 905. Thought it might be due to the Android Web view update, so I Uninstalled that It worked last time I tried but now that doesn't even work.",0
Musthave app It's even awesome after the update but the Last one was cool too Keep it up  I almost  play it every day  I can't stop playing  it,1
What Is this some kind of joke I open it says nickelodeon movies blah blah in cinemas February and then it just closes if that's not meant to happen please fix it cause that is really bad,0
TO MANY ADS THERE ARE A LOT OF ADS PLEASE FIX THIS,0
Bad I hated it because its lags and turns my screen black,0
No not get this app The checks are terrible and the joystick has difficulty sensing your finger. Also the goalies don't make any saves.,0
Very good game What i like about it its that it has levels,1
Nice Nice,0
I would give five stars but... It won't accept my answer FLINESTONES so please fix it ..and my answer is correct,0
Takes up to much space I deleted almost EVERYTHUNG ON MY PHONE AND IT STILL DOSENT WORK . please fix and I'll rate higher and my friends will download and rate.,0
"The UI has not changed for years, no one really goes out of their way to contact each other and limiting everything with a points system is a terrible business model.",0
Needs Connection My phone cant find my Friend's mobile even It's Just at my Side Its So slow when I am not in Internet or Wifi Connection BUT its also Good app.,0
Loved this game I have played this game on my iPad  and It was best game so much fun. This was like the best game I have played.i am in love with this game.best game ever,1
This game is hard enough without pointless lag Especially when you can't complete a simple dungeon because of lag. I've got good WiFi and ram and yet I keep getting glitches etc,0
Marine traffic Brilliant,1
I like this game I can do my own faction things,0
Cant use book i bought Bought the frozen coloring book and nothing happens.  Also complete ripoff to only have one page available to color.  How do you get a refund,0
"Extremely intrusive Ads The ads in this game are very highly intrusive. It looks like it would be a fun game to play, but when a 30 second ad pops up at the start of a race and there's no way to skip it, the game becomes unplayable.",0
This game good my son my sun  locked himself in the bed so he could play it,1
I wish I could rate it 0 stars You have to pay for the instruments and there's only one,0
"Paid for the App, now Pay for Levels I paid 3 for this wonderful app, and I beat all the levels, Now I have to pay an extra 1 for more levels...",1
Direction I would award it full stars if i was able to hover above the arrows showing the wavewindswell direction to see the exact degrees,0
"Love it but dont expect to get far Was great at first....then i tried TWICE to buy gems....accepted payment  received no gems. Had to get refund. And without being able to buy gems for help, you can't get past level 35",1
"Brilliant I think coin dozer is absolutely necessary for children, amazing, but it would let u down if u lost a massive coin But all together its awesome",1
"Dubstep fandom overload This app is awesome Not only that this helps us fans make dubstep , but it also makes inspiration to actual makers too",1
Sounds awful Most of the notes don't make a sound making it really hard to play  right waste of money ,0
Fun and Addicting Love this game. Minimal adds. Easy to figure out. No frills. Just a great way to kill time.,1
"Fun Game Easy, fun, thought provoking game.",1
Great fun I really enjoyed this and the hints were just enough when I got stuck,1
Vvvveeerrryyyy baad Plz con't download in PKP bannu,0
Awesome App I would love to give you 6stars if it was possible...I liked the option for downloading the video..,1
"Different number on Android I love the app, but had to give it 1 star for giving me a different number on my new Android phone.",0
word game. Its super fun and gets your mind working. it gets addicting,1
Thought it would be good I installed this game but there is networking problem plz fix this I pretend don't download this game . fix networking problem I'll give 5 stars,0
Bad game Disliked it,0
"Contest of Champions Great game , im mad because they cheated me out of my 3 antman , i ranked 7100, said i would get one and a crystal under 12500 , what happened",0
"Jams up phone Ever since new update,  every time i reset my phone this particular app needs to update, And i reset my phone everyday.   Screen stays stuck  calls cannot be answered.  Thanks but refunds should be in order.",0
Awsome...one of the best slots online. .. Love this game and it has a wonderful tech support i have ever used..keep up the excellent job...,1
Cannot even exit Bad does not even begin to describe this app,0
"This app really really stinks...had 2 report  more than 1 time,just keeps shutting down not worth it I play games 2 relax NOT to add more stress 2 many other games just like it",0
Hated it This is so not funny It never made me laugh once. Invited twenty friends over that can laugh VERY easily but no one even smiled..... it deserves 0 stars,0
Cool This is so cool its true too,1
Appears to be abandoned I had high hopes when I first downloaded and played this but it's not been updated for nearly 7 months now and it's still basically just a demo with very little content to keep your interest.,0
"Missing items Cannot earn Forklift Peter, the time travel blimp has disappeared, so I can't unlock Olivia and characters I paid for like King Butt and Mr. Weed have also disappeared Please fix",0
Keeps closing I open the app on my sons tablet and it keeps closing after I click on the kitchenliving room garden. ,0
Moto X So we get advertisements for prizes Big whoop Thanks.,0
My chopper crashed and my data went with it This thing doesn't save Also no free play,0
Love these  games,1
jungle monkey saga cepat sikit looading game ini jangan lambat sangat,0
Fun and different A new game at last,1
"Eh.... I'll give u 5 stars if you add Redstone. For now, this game is pretty terrible.",0
Best app. Tells us when storms are approaching hours before. Also goves good accurate forecasts,1
very nice cool game,1
Pykl3 radar Cannot get this app to open on my new Samsung Galaxy s6 Active. I have uninstalled it and cleared the cache several times but it refuses to open. It worked great before on my LG g4 but not now.,0
"Wrong flow of processes You should first find available cabs,show fare estimate and then put a request. You are doing it in reverse.",0
"Great game It's free, kinda reminds me of retro football games. Great time killer",1
Love it Exellent game,1
Buyer beware Game will NOT work and there will be no resolution offered from the company. Refund would be great since game will not work.,0
"Incredible game Great gameplay cool story amazing graphically.thanks, seems a little short is all maybe add more levels, other than that superb job. S3",1
Moon at my fingertips As a tour guide and a photographer I can check in an instant what moon phase we have. I can also use the app to explain to guests how it all works ,1
"Amazing This game is awesome, it works perfect, and also it's a very good and fun game Also very nice graphics, and controls of the car too This is better than Real Racing 3",1
The amount of ads is incredible. Every single time you finish a turn an ads pops up... gets on my nerves Shame as it's a nice game.,0
"Worth the purchase Hated,  HATED the free apps out there.   Decided to purchase this and I'm glad I did   Using the Galaxy Note II Note3 Now means I have a stylus which is great for this",1
"Doesn't make any sense Doesn't make any sense how on the console version, you can choose to watch a ppv that is live and in progress from the beginning, but not on the mobile version. Just gave me yet another reason to delete this worthless app",0
"Worked but... I have my entire vmem being unused and games still crash before opening. vmem 1150 mb, swapiness both tried at 100 and 50, leaving the last option alone",0
"liked it very much,can't stop playing",1
"Love it, best episode yet It has everything, its funny and action packed. Only draw back is the 2 plus months you have to wait for a 90 minute game. But its worth the 5 bucks. Fantastic job",1
increase in nimbuckz come on nimbuzz spare this atleast or else increase the nimbuckz with less money.now we have to pay 1000 nimbuckz previous was 10 make a reasonable price,0
Bastards People that made it are idiots,0
Disgusting Disgusting application faltuuuuuuuuu .  Very very very bad bad,0
"Error messages Couldn't install, despite Wifi connection. Error messages. Tried to get a refund...guess what error messages. Not impressed",0
Love it My son has autism and loves to learn his shapes,1
App doesn't work App doesn't work after installing new version,0
Lags and crashes This game would be fun if it didn't crash every minute.  Please fix bugs.  I paid for this game and it really let me down.,0
Berry gud Very good,1
The goto app for reading the iRacing forums...,1
"The most extreme android RPG to date. I think. Must play it now, if you like sky rim and oblivion",1
Fixed Great game make sonic 3 and knuckles plus make more secret levels from the beta. And make a mode to have all 3 characters like sonic heros,1
Brb game I hate this it doesn't let me do somthing,0
Sync The pathways and the paths the marbles follow are not synced.,0
i liked it the horse is the best pet because wherever you go you can ride it diba kayu anung gusto nyu maging pet sa akin ay kabayo heeh OOOo,1
Excellent Very good app for selfservice.,1
Ulysses speedometer Best and easiest to use out there,1
It is fun My daughter loves it.,1
Awwwwsome This app is freaken amazing good work great graphics.......just an.opinion you should add the F2000 or a gun related to the G36c it would be awesome to see those weapons in weaphone action,1
"great games best seen, fun, challenging.  wish were more mahjong games like these.  GB best to play.",1
O yeah Best app I had in my life,1
"Can only play against one other computer player, other wise the ai will always sacrifice one by only attack you. Plus, the sign in feature won' t let you just say no.",0
"Poor THE CONCEPT IS GOOD, BUT THE GAME IS PRACTICALLY UNPLAYABLE DUE TO THE CONSTANT INTERRUPTION  OF ADVERTS.",0
"Came through for me... Thanks to this app, I have been able to keep in contact with my children and my children's father, as well as continue to look for work when I lost service on my phone.  It really come through for me. Thank you Dingphone ",1
Its a cool game Its funny when tom faints lol and the dog gets a pail of watter,1
"WGT By far the best golf appgame I ever played. It takes very little effort in getting to learn how to play, but once you get used to how this game operates, it's a breeze. If you like golf, you will love this game...",1
Money back Is there any way I can get my money back I bought extra lives and now I dont want them anymore.,1
Nostalgia Just like the board game ,1
"Fantastic app,get me updated everything United and even more..thumpsUp guys",1
"It's good I loved it but they would eat anything I'll give them, and more food other than that I loved it, AND is this the only app free for you IT'S REALLY FUN JUST ADD MORE STUFF TO IT. Hope you understand ",0
"Boring Looks and plays good at the beginning. However it will soon get boring, because lack of actuall strategy... Just shoot the most powerfull evemy untill you win.",0
doesn't work',0
So much like the original Love this game. I was worried that it would be different to the original but I'm happy to report that it's just as fun as the original except it now fits in my pocket I might be addicted now.,1
"Only works on internal list of forums. Does not work on amy forum, please refund my purchase",0
"An ad when you press start Then the app freezes and I can't do anything. Not worth the 1,50",0
Green lane heaven Awesome tool for the green laning enthusiast. A must have.,1
Well worth paying to get rid of the ads Love the game. Hated the ads. Too many of them had sound  I couldn't get them to always be muted. I went ahead and paid the two bucks.  Now it's perfect.,1
Love it I love this game as I'm learning to play songs I never thought I could learn. Brilliant deserves 5 stars.,1
"Laggy and slow down I have been having a lot of slow down on this, but it use to run perfectly.",0
what uninstalling already bought the book to color in but to use the app I have to pay for it again I don't think so...now my kid is upset and so am i,0
Keeps crashing on nexus 5 The game worked well up for about 1 hour but now it crashed after being open for about 5 minutes. Edit it's just after the cut scene when you start your journey.,0
I can't even play I can click the app but it didn't even work so don't get it,0
"Good, locked myself out at first but like it now",1
Really dissappointed. This used to be a good game up untill last update. Dont recieve free 4 hourly bonus anymore. Why I will be uninstalling like alot of others soon if this is not fixed. Please fix thank you,0
A big beautiful interesting graphics game This is an amazing game ever without being played cause this is the first and last kind of game counts on levels really hard growing into pressure and obstacles who no one can reject,1
"Well done Fun to play, well programmed, highly addictive",1
Stupid controls It goes left fine but won't go right enough to take the corners properly waste of money,0
Great app Great response to user's feedback.,1
The only puzzle game that I kept for years. It is time consuming and helps me to relax too. It's really easy but there are thousands of  puzzles to carry out the duration.,1
This game is seriously messed up since last update. Cant play it most of the time. Freezes or kicks me off the game. Lost 30 energy and two cups of coffee because of the freezing. Used to be such a good game to play,0
Awesome feel. Very refreshing feel to my UI and great support from the developer.,1
Impossible games Can never complete the puke one or spaceman helmet as it rotates the screen whenever I tilit it. Please fix this,0
Great apps.. especially I love street view.. my home and around look clear.. thx,1
Loved it Best game I've played,1
Trash Why should people be conned into paying just to remove the ads when they shouldnt poxy well be there in the first place.remove ads from all games then you may just get 5stars,0
Not bad You'd think after paying 4.99 for this app the screen wouldn't be covered with adds,1
Good game Easy to see all the tiles on a smaller screen. Favorite Mahjong,1
Awesome game but Please make health packs daily for survival,1
I can't see any 2go styles am using Samsung Why,0
Waste of money. Got a refund. Bought this hoping for the undo button but the game doesn't fit properly on my Galaxy S5 screen. Also won't import my unlocked elements from the free version. Got a refund and uninstalled.,0
Paid For It To GLITCH I had the lite version and it would skip and freeze so I paid 2 dollars so it would hopefully not glitch but it still does. Please fix Brand new android 4.4 phone by the way.,0
It is a good game that is why I gave 5 stars,1
To many ads. Other then that not too bad.,0
"Too many ads The banners on the game are too much. I have to close ads every couple of seconds, literally.",0
Great App. Simple and functional. Just right.,1
"Surprisingly Addictive Wow I didn't think this would be so addictive, but I'm afraid to say it is One of the best dungeon games I've come across and at a very reasonable price. I hope there will be more quests added in the future",1
Worst game ever...... It is the worst game I have ever played in my life ..starting levels are easy but as you move in...you cannot play without the help of a video....jst disgusting,0
AWESOME I LOVE PLAYING THIS GAME EXTREMELY ADDICTIVE AND FUN,1
Amazing Especially with the transfer season opening soon it helped me know who and what was happening,1
It's so fun  hard I love it but sometimes I think it messes up . its really really fun and funny ,1
Freezes at end of first mission on Galaxy S6.,0
G2 Didn't work on G2 for sprint. LS980,0
Poor Navigation is nice but hard to use if comparing multiple spots. Also uses same presentation as online version... what is not ver good for mobile use.,0
Wtf Since this last updated always crashes on me found better  game same thing plus takes less amount of time to get stars now just play csi to help my friends that still play it and that's about it criminal case way better,0
"Garbage this game sucks for real,a joke",0
Too long to load I like this game but when i was creating my penguin then i was done with my penguin i press the done  button then i was sitting there like nine min and it's still loading,0
"LOVE AT FOR ST SIGHT Me and my cousin were going to my uncles boat, we looked at the games. I saw it and freaked out. I love this gameOh its not in a tree, it's in a mountain.",1
TOO MANY ADS Plus this game eats all my CPU power on my phone. The ads pop up at critical times and it drives me nuts.,0
"Lyk it Good one there,I lyk this app",1
"TOCAlt3 Toca games are incredible, though this is the only free app. Try making more free app, that way you'll be a well known developer. TOCAS are awesome, great quality and very fun. Plus no need for WiFi.",1
Xime L The app is good but first it doesn't connect correctly then when you get in the results take quite of time to be posted,0
"Crashes frequently This game crashes on my phone a lot, and at random points in the game. Sometimes the last turn, sometimes mid game. It'd be a great way to play Small World of the game didn't force quit more often than not.",0
"It's got some quirks, sometimes loses your place in the track after pausing but I stl love being able to get all this stuff for such a tiny price. Add a donate button",1
" I really love this game, but I've been having issues with it. I have bought some gems and I get the charge in my credit card but my gems never appear on the game.... I hope someone can really help me with this issue...Thanks",0
Cannot use Insure app after update After last update app doesn't recognize me or allow me to refresh register.,0
Install hi nahi ho rehi.     Abhi tak nahi hui 10deen se install hi nahi ho rehi.   Aje  pure 15 deen ho gaye install hi nahi hui,1
Hurrrrrrrrrrr....... Arreeee..... bhai kya bana diya ye........,0
Great game great graphics,1
"Awesome This is a really challenging game if you get past the first levels. My only criticism is to make the color packs free. Sure, make some of the boards paid, but the colors Fine. Have my nickels and dimes.",1
Doesn't work galaxy kids tablet. I hear the music but the screen is just black.,0
Wawa It does not work every time I log in I couldn't play it log out to my homescreen,0
"Better then any 4,000 add on navigation package for your car. Just make sure your car has blue tooth.",1
Gem purcahses I would trade my soul and one corn chip to the devil for two things getting the gems I'm supposed to get after I complete an offer and for less of a need to online race.,0
Bdog The game was asweome but they could of let you custumize the iron man when you had all the reward tokens and could of added more levels,1
Won't let us enter name.would like money back you thieves. Stupid can't even play,0
Awsome Coll game,1
Wonderful graphics good and best stylish pieces and board,1
"Too small to see options at end of game Once the game is finish, the three tabs in center of window are very miniature, can't see them, please fix. I am using Samsung S6 edge 5.0.2 OS.",0
Best weather app out there,1
Wanted to try but won't open.... Just bought the game after reading reviews and thought it looked fun. Tried to load it multiple times and reinstalled twice. Gets to paradox loading and makes a noise then closes out. HTC ONE M8.,0
"Delayed letters Letters don't remove immediately when you click them, even though they're appearing in the answer boxes. Also, no 'next' or 'skip' button.",0
Love this game.,1
Luv it Its so good but i think everything should be free,1
"Message delivered after 12 hrs The messages i sent from the app was delivered 12 hrs later,messages sent to different Mobile operatorspls fix this. And also there are just too many ads",0
Guess the movie Love the game,1
Favorite I only have 2 games in my tab. Worms 2 and pvz 2. This is my favorite game in android asside from pvz2. Thank you team 17 for making this one. And i dont encounter any problems and issues.,1
Rubish app Used to luv it. Now it won't work on my note 4 . Can't load seating plan.,0
Update force closes. Since the update every time I open the game it force closes right away. I just spent 20 on coins and now I can't even play the game. Fix and will give 5 stars. Galaxy s5,0
good for refresh mind,1
"This app bites Downloaded and then dumped.  For Free,  the letter sounds stop at H Really If I could give it 0 stars I would have. Thanks for nothing.",0
Waste of timebad service I waited 30 minutes for the taxi to  come to my place... the driver called in and asked for address despite of explaining clearly he dint return the call and cancelled the booking. their autos are better. Comparativly,0
Limited Very little vocabulary for fruits,0
Disgusting Even after cancelling the trip the driver called that he has reached to pick me up. Just a poor app..in simple english.,0
The best of its kind Simply the best off road game out there. However it has it flaws... Very few but a couple. The biggest thing is there is never any big updates. 2 add more customization. Great game though and 2 thumbs up,1
"Give me an email Email received, Birmingham has been added Well done guys",0
Why no freeware on Android as yet I phone has it we don't. This is wrong in so many ways.,0
Sux Wsl are jerks,0
Great App This is a very nice app I just wish it. had a smudge tool and a few more layers. Also the pictures for  horizontal and vertical are mixed up. I would definitely recommend this app,1
Fun for 5 Minutes Annoying interuptions by full screen gogle ads. Pics get very small at high levels.,0
Nice game I like this game because you go to the festivals to play music,1
Ok this one But I need to practice,1
The app closes too much and takes too long to load,0
"Giga Gargantuar I love this game and everything BUT like what everyone said, giga gargantuars can't be killed.",0
User friendly Easy to play n multiplayer feature is awesome.,1
Mantainance The whole day I could not open the game. Mantainance for 2 hours and it's been the whole day I can't play. Please solve the problem why is it taking so long. Still can't play,0
Love it I just love it,1
Damn control Whenever I lose a match it is because it keep forcing out the from the control pad when it switch players. If you fix this then its enjoyable to play,0
Very professional Very nice,1
"Soo laggy, even if you check the person they can shoot from far away and still make it......very disapointing. Dont waste your money on this",0
Bakwas Adhuri kahani...,0
Love this game The game is great and looks so much better than on on ios,1
Lol Lol,1
"Third class application , u can put any thing else finger, and count will be shown..so totaly fake",0
gt8 bt please de game is very easy,1
"Great, but still.... everything works fine, except the latency. And how to ensure that my server and client software are up to date because there's no version number on the site",1
Don't Download.. It poses old questions after updates no new addition in questions.Dont waste your time.,0
Not good,0
Sooo awesome and addicting I swear So awesome I can't stop intell my phone dies get it is so awesome...,1
"amazing game better than temple run, im loving it",1
"Rarely able to connect I downloaded this game yesterday, and its maybe a 1 in 50 chance i can actually log in, every other attempt will just tell me sending network request then just stop.",0
Its way too big The game is huge. Takes up way too much space. Didn't get a chance to play as not enough space on my phone. Got it refunded immediately,0
I am proud of the owner. I am really thankful to you all. But there are still some thing which you should add in it like hiding app from both settingsapps where we are uninstalling it and from the main screen,1
"Worst Game Its the worst game evermorphed pictures and no challenge is d only reason DAT its a worst gameBut the game has amazing graphics,but no proper opponentsTime waste",0
"more levels We need more levels, to enjoy and make levels more harder so far its the best 3D one view bike racing game, i wil give it more stars if updated instantly",0
"1010 ign Dragon flipped a set of stairs, achieved tricks I would probably never be able to do.",1
Best Emojis ever I've tried just about all of these emojis and this collection is by far the Best ,1
"The best Fun missions , me versus the world",1
"Awesome game This is the best game ever, it takes time to move up the ranks in this game. The people who say it sucks or are hating clearly don't know how to play. Keep up thr good work.",1
Very GOOD I likes very much and it is working perfectly. I recommend for one and all. This is my favourate call recoder,1
Like the worst game ever The players don't even steal the ball from the players even though I go right in em and the title doesn't even match the game,0
"I have tried scaning things and it never works, the first time it took me almost 30 min to get it to read a qr code. Im gonna have to look for another scaner",0
Awesome So much time is spent playing this game,1
great app,1
It's ok. But can be better. You can't multi touch to make cool sounds sooo. Yeah What I said,0
please give this free for all.excellent apps for my child,1
Badtrip,0
"3 year old loves it My 3 year old loves everything about this app,it's one of her favorites. She surprised me with her ability to match numbers in the games",1
Make it realistic Should be the same chance as a real slot machine to make winning actually mean something with perhaps earn coins over time to play or option to buy,0
Old customer seeks new driver Any chance to add Winbook driver. This brand also makes tablets and is sold by MicroCenter.,1
"I would like my money back as I finished it in an hour I have to buy games with gift cards and did not know that it was going to be such a short game. Not impressed, unlike Enigmatis 2 which I loved.",0
Wow. The only cleaner app where you can actually see it working. I love all the features. A true 55 app. Had to get pro.,1
Didn't work I opened the app and I couldn't click on any thing I want a refund please,0
"Must have I've been rooting, hacking, and flashing for about 5 years now. This is the best single purchase that I have made. Hands down",1
"Error 1021475 Can't play the game at all, whenever i try to swap players from my sqaud it says server error 1021475. Pls fix",0
Epic Fail Bought the Pro Edition. Backed up to ext USB and nothing to restore Also will not connect to Google Drive ,0
Me Very good app,1
I really like it.  I would like for more animal flash cards also for more fruits flash cards to be availabe.  My daughter really likes it.,1
Amazing but..... This game is awesome The only thing is the tier 3 update. How long is it going to take to update it so I can play tier 3 I have 3 stars on every other level. Been waiting months for the update. Any idea of a time developers,1
Love this My 2 daughters love this adorable apps. They giggled a lot while playing this.,1
I love this app It's so fun you should add macaroni and you should be able to put cheese on top.I'm young and some far this app is cool and great.I believe that you could give it a few updates and make it have macaroni with cheese.I enjoyed the app,1
"Awesome cricket game.. Love the power shots, specially helicopter and reverse sweep..  Please show scoreboard also....",1
"Insure member who can't access app I've been a Discovery Insure member for months, yet the app doesn't allow me access when I enter my ID number.",0
"No tech support I paid money to play but when their server no longer allowed me to play, there was no one willing to fix it and allow me to log in. They literally stole my money",0
Awesome This is more than I had imagined,1
Please fix. Hello I really like this application but it makes be keep choosing what launcher to use when changing to another screen or closing a application. Even with the app for fixing this issue. Thanks Thanks for fixing all the issues.,1
Bakar Kitna ganda game hai ek star likhana ka liya diya es ko like larna ka liya nahi stupit,0
Brilliant app Keeps phone memory clear well worth having,1
"It's a great game, keeps you so busy and content while waiting in the drs. Office",1
Since the last update I am unable to get in...just says retrieving data..please fix this and I will give more stars...,0
Good,0
No the best You can't buy a lot of stuff all the things are locked and you have to pay for them,0
"Annoying notifications This app sends annoying notifications even if you turn them off in the settings. Fix the sound issues in the individual slots. Also, what happened to the lobby music",0
Time Killer Great way to pass time. Always gives me a good laugh.,1
Bad Experience There is no any option for steering and nice graphics bt u have to fix tht prob,0
Issue was fixed back to five Love this game and their support is high class to,1
Why only one station It only gives you one station to play at or you have to purchase the rest of the other things i think that you should have to reach a certian point in the game with coins to unlock places,0
Best app in the world But you really should make more play home apps like my play home work and my play home doctor also you should add more clothes for the babies,1
Jaman Jsman,1
Great Fun game A great game to play to pass the time,1
"Great fun The interface is good better now than when I first installed it, the puzzles are fun. What's not to like",1
Its doesn't work,0
"Paid songs crash program The free version was great, but when I paid for additional songs the program locked up and never worked again",0
Broken Auto fight needs to send off hits faster. having 6 seconds at max without it firing makes you lose fights in pvp arena.,0
I logged off for about 10 minutes I was on level 6 or 7 and had a bunch of upgrades done to both of my weapons and upon returning to game I lost all upgrades and had to start from level 3 wth.......other than that great game.,0
Doesn't satisfy my need When the street is very crowded and the cars are not moving it gives you Green  Check Salwa road from Midmak bridge to Qatar decoration roundabout,0
Fuck of you Very boring game don't download this game,0
Internet needed Translation is not working without internet connection and shows error saying no internet error E4 what to do,0
2 year old loves it,1
I just want to play I am not going to ask friends or buy anything to advance.  I will gladly pay a reasonable one time fee to play as I wish.  Waiting for more lives is ANNOYING Will probably unistall soon.,0
Where is the BUY option Some people want everything free. I HATE Adds and would be happy to pay the asking price just to be rid of the endless commercials. Just let me buy your app.,0
The best,1
Please improve file listings Needs improved file listing as too difficult to determine which file you are choosing to cast. Having file info would make this app perfect please add. Update now has file info when navigating videos. Excellent,1
"Waste of time ANNOYING music, if you can even call it music, and way too fast.",0
Hate it for latest version I have installed the game but when I open it it says an error its a nice good Graphics I'll five stars if it would play in my mobile and I am using micromax canvas juice A177,0
Stupid update... Lost my cash all my cars purchase everything vanished didnt open in my android.. Made me to uninstall... I downloaded again but lost old progress... No stars.. Bring me my cars and cash...,0
"Must try  I love every bit of it. The modes, the graphics. Just try it and you will rate it 5 too...",1
"not happy it is a really great game but today it wont start. as soon as i click on it, it freezes immidiatley plz fix and will give higher rating.",0
Love it Guess wht came in the mail today DEEZ MONSTER NUTZ,1
"Best ever Got my learners today, this app gave me that last minute preparation and confidence I needed. Keep it up",1
Sorry slightly annoyed will not even open says error marmlade or something like that pleaseeee fix ,0
OMG I LUV IT,1
"Unable to send Dear Team,  I can able to receive the files. But I am unable to send to others. I tried by reinstalling the app. But problem was not solved.",0
Do not get this app Well it's pretty cool. It doesn't help you play songs it just makes you want to play So if you ask me you shouldn't get this app,0
"Boring app All you can do is race and build tracks. There should be more to the app since it's 6.99, especially more educational games. My son keeps seeing the commercials for new tracks and there are no updates for the app",0
Fun fun This app is great. You can send phone messages to your friends it is awesome,1
Excellent. I lost my first game. Will come back stronger.,1
Arachnophobia I love this game. It helps me while away the hours because I can't go out like everyone else does,1
Talking tom cat I love it because it does a lot of auasmesest thing I ever did in my life,1
Not good When I firth open it it was all good and was playing a good tune but when I clicked on the level button it was like  something went wrong so 'not at all a good game,0
HORRIBLE AT BEST Just bought this and can't even open it up. Had it for about 8 hours and still can't open it up. DONT GET THIS APP,0
Best fot knowledge,1
"Superb It doesn't keep track of points like other apps, but I love this app Well made. Nice interface. I'm addicted. .........not to mention it taught me how to play chess.... It does have ads but at the moment they are very tolerable",1
Storage Issue I updated it today .but still i can change my storage location to SD CARD in Android 4.4.2 phone . it shows directory not found .Help me out,0
Very bad Not cover titwala which 10km from kalyan on kasara route,0
"Seriously flawed My daughter is 5 and she said it was boring And there are ads all the time, even if you press the back button the same ad plays over again and again.",0
Fun and laughter for kids I loved this game because my baby can learn well from this game and he can also enjoy this game in boring times,1
Moving my shape s Moving my shapes to the right square will help me to get home.,1
"Search location having problem. Totally out. Local country but comes out world map. Data wrong, search Universiti Putra, becomes Universiti Malaya location. Can make a person unfamiliar get lost. Data integrity source",0
NOT WORKING  UPDATE It's not working after the  update.please fix.,0
Fun Lego game But I don't know how to drive,1
